Feature_ID	Female_108 - Total gene reads	Male_108 - Total gene reads
TR21631|c0_g1_i2	27	87
TR21632|c0_g1_i1	254	135
TR21633|c0_g1_i1	24	32
TR21633|c0_g1_i2	12	11
TR21634|c0_g1_i1	51	77
TR21635|c0_g1_i1	322	215
TR21636|c0_g1_i1	22	75
TR21636|c1_g1_i1	3	85
TR21636|c3_g1_i1	21	27
TR21637|c0_g1_i1	69	218
TR21637|c0_g2_i1	1418	3827
TR21637|c0_g2_i2	18	0
TR21638|c0_g1_i1	14	15
TR21639|c1_g1_i1	0	26
TR21639|c1_g1_i2	0	132
TR21639|c1_g1_i3	14	62
TR21640|c0_g1_i1	6	38
TR21640|c0_g2_i1	2	7
TR21640|c1_g1_i1	40	29
TR21640|c1_g1_i2	0	0
TR21640|c1_g1_i3	37	305
TR21641|c0_g1_i1	19	20
TR21642|c0_g1_i1	11	32
TR21642|c0_g1_i2	7	16
TR21643|c0_g1_i1	72	151
TR21644|c0_g1_i1	33	44
TR21644|c1_g1_i1	68	71
TR21645|c0_g1_i1	0	0
TR21645|c0_g1_i2	39	8
TR21646|c0_g1_i1	101	82
TR21647|c0_g1_i1	1	66
TR21648|c0_g1_i1	8	3
TR21648|c0_g2_i1	86	63
TR21649|c0_g1_i1	26	29
TR21650|c0_g1_i1	353	457
TR21650|c0_g2_i1	231	277
TR21651|c0_g1_i1	146	396
TR21652|c0_g1_i1	263	288
TR21652|c0_g2_i1	4	11
TR21653|c1_g1_i1	117	110
TR21654|c0_g1_i1	18	14
TR21655|c1_g1_i1	3	24
TR21655|c1_g1_i2	0	32
TR21656|c0_g1_i1	22	32
TR21657|c0_g1_i1	99	138
TR21658|c0_g1_i1	35	44
TR21659|c1_g1_i1	4	6
TR21659|c1_g1_i2	2	11
TR21660|c0_g1_i1	141	61
TR21661|c0_g1_i1	37	42
TR21662|c0_g1_i1	45	48
TR21663|c0_g1_i1	28	34
TR21663|c0_g1_i2	25	21
TR21663|c0_g1_i3	20	14
TR21664|c0_g1_i1	4	12
TR21665|c0_g1_i1	16	47
TR21665|c0_g2_i1	47	33
TR21666|c0_g1_i1	78	125
TR21667|c0_g1_i1	25	28
TR21667|c0_g2_i1	0	33
TR21668|c0_g1_i1	54	22
TR21668|c1_g1_i1	392	148
TR21668|c1_g2_i1	59	52
TR21669|c0_g1_i1	0	45
TR21669|c0_g1_i2	44	95
TR21670|c0_g1_i1	541	1239
TR21671|c0_g1_i1	16	7
TR21671|c0_g1_i2	22	22
TR21671|c0_g1_i3	7	0
TR21671|c0_g1_i4	7	17
TR21671|c0_g1_i5	0	7
TR21672|c0_g1_i1	17	18
TR21672|c0_g1_i2	11	33
TR21673|c0_g1_i1	179	132
TR21674|c0_g1_i1	28	13
TR21674|c0_g1_i2	22	35
TR21674|c1_g1_i1	178	136
TR21675|c0_g1_i1	6	7
TR21675|c0_g1_i2	25	65
TR21676|c0_g1_i1	6	6
TR21676|c0_g1_i2	9	36
TR21676|c0_g1_i3	21	32
TR21676|c0_g1_i4	18	0
TR21677|c0_g1_i1	56	65
TR21678|c0_g1_i1	94	67
TR21678|c0_g1_i2	0	12
TR21679|c0_g1_i1	48	54
TR21680|c0_g1_i1	241	142
TR21681|c0_g1_i1	58	48
TR21682|c0_g1_i1	217	292
TR21682|c0_g1_i2	133	228
TR21683|c0_g1_i1	49958	82010
TR21684|c0_g1_i1	24	6
TR21684|c0_g1_i2	11	17
TR21685|c0_g1_i1	1078	1805
TR21686|c0_g1_i1	13102	627
TR21686|c0_g2_i1	36525	2083
TR21686|c0_g3_i1	17410	964
TR21686|c0_g3_i2	23591	741
TR21687|c0_g1_i1	77	0
TR21687|c0_g1_i2	5	35
TR21688|c0_g1_i1	92	64
TR21688|c0_g1_i2	53	55
TR21689|c0_g1_i1	109	10
TR21689|c0_g1_i2	17	6
TR21690|c0_g1_i1	55	359
TR21691|c0_g1_i1	16	11
TR21691|c1_g1_i1	15	31
TR21692|c0_g1_i1	59	48
TR21693|c0_g1_i1	577	1361
TR21694|c0_g1_i1	10	16
TR21694|c0_g2_i1	30	26
TR21694|c0_g1_i2	39	35
TR21694|c0_g2_i2	17	24
TR21695|c0_g1_i1	23	27
TR21695|c0_g1_i2	10	11
TR21696|c0_g1_i1	1406	1667
TR21696|c0_g1_i2	252	280
TR21696|c0_g1_i3	611	566
TR21697|c0_g1_i1	82	75
TR21697|c0_g2_i1	28	44
TR21698|c0_g1_i1	15	9
TR21698|c0_g1_i2	304	221
TR21698|c0_g1_i3	0	20
TR21698|c0_g1_i4	46	13
TR21698|c0_g1_i5	52	67
TR21698|c0_g1_i6	0	29
TR21698|c0_g1_i7	19	22
TR21698|c0_g1_i8	102	150
TR21699|c0_g1_i1	60	95
TR21700|c0_g1_i1	2	0
TR21700|c0_g2_i1	2	0
TR21700|c2_g1_i1	30	12
TR21700|c3_g1_i1	16	5
TR21701|c0_g1_i1	295	342
TR21702|c0_g1_i1	2	6
TR21702|c0_g1_i2	82	275
TR21703|c0_g1_i1	1184	1492
TR21704|c0_g1_i1	34	73
TR21705|c0_g1_i1	301	407
TR21705|c0_g2_i1	0	0
TR21705|c0_g2_i2	76	94
TR21706|c0_g1_i1	0	46
TR21706|c0_g1_i2	24	15
TR21706|c0_g1_i3	32	9
TR21707|c0_g1_i1	22	162
TR21707|c0_g1_i2	10	45
TR21707|c0_g1_i3	0	0
TR21708|c0_g1_i1	147	12
TR21709|c0_g1_i1	1088	710
TR21710|c0_g1_i1	50	56
TR21711|c0_g1_i1	1349	1233
TR21712|c0_g1_i1	6	2
TR21712|c0_g2_i1	42	89
TR21713|c0_g1_i1	24	8
TR21714|c0_g1_i1	10	32
TR21715|c0_g1_i1	29	49
TR21715|c0_g1_i2	57	63
TR21715|c0_g1_i3	7	32
TR21716|c0_g1_i1	8	59
TR21716|c0_g1_i2	10	15
TR21716|c0_g1_i3	32	11
TR21716|c0_g1_i4	0	4
TR21717|c0_g1_i1	10	21
TR21717|c0_g1_i2	24	32
TR21718|c0_g1_i1	171	482
TR21719|c0_g1_i1	679	707
TR21720|c0_g1_i1	39	19
TR21720|c0_g1_i2	20	27
TR21720|c0_g1_i3	20	28
TR21720|c0_g1_i4	39	18
TR21721|c0_g1_i1	0	0
TR21721|c0_g2_i1	117	141
TR21721|c0_g2_i2	146	229
TR21722|c0_g1_i1	34	45
TR21722|c0_g1_i2	3	7
TR21723|c0_g1_i1	9	69
TR21723|c0_g1_i2	0	72
TR21724|c0_g1_i1	0	18
TR21724|c0_g2_i1	0	0
TR21724|c0_g2_i2	472	358
TR21725|c0_g1_i1	21	52
TR21726|c0_g1_i1	45	47
TR21727|c0_g1_i1	30	23
TR21727|c0_g1_i2	18	7
TR21727|c0_g1_i3	40	20
TR21728|c0_g1_i1	54	14
TR21729|c0_g1_i1	116	88
TR21730|c0_g1_i1	69	230
TR21731|c0_g1_i1	45	75
TR21732|c1_g1_i1	79	0
TR21732|c1_g1_i2	35	2
TR21732|c1_g1_i3	93	0
TR21732|c1_g1_i4	0	3
TR21732|c1_g1_i5	4	0
TR21732|c1_g1_i6	1	11
TR21732|c1_g1_i7	0	17
TR21732|c1_g1_i8	0	5
TR21732|c1_g1_i9	0	9
TR21732|c2_g1_i1	0	19
TR21733|c0_g1_i1	14	22
TR21733|c0_g1_i2	17	15
TR21734|c0_g1_i1	9	0
TR21734|c0_g1_i2	36	21
TR21734|c0_g1_i3	6	10
TR21735|c0_g1_i1	84	68
TR21735|c0_g1_i2	9	8
TR21735|c0_g1_i3	8	3
TR21736|c0_g1_i1	39	70
TR21736|c1_g1_i1	0	0
TR21736|c1_g2_i1	607	1071
TR21736|c1_g3_i1	12	16
TR21736|c2_g1_i1	630	1130
TR21736|c2_g1_i2	244	161
TR21737|c0_g1_i1	44	26
TR21737|c0_g1_i2	11	28
TR21738|c0_g1_i1	0	18
TR21738|c0_g1_i2	73	65
TR21739|c0_g1_i1	32	44
TR21739|c0_g1_i2	0	13
TR21739|c0_g1_i3	0	7
TR21739|c0_g1_i4	0	11
TR21739|c0_g1_i5	257	113
TR21739|c0_g1_i6	98	56
TR21739|c0_g1_i7	84	88
TR21739|c0_g1_i8	0	6
TR21740|c0_g1_i1	557	464
TR21741|c0_g1_i1	36	29
TR21741|c0_g1_i2	15	75
TR21742|c1_g1_i1	32	28
TR21742|c1_g1_i2	70	15
TR21742|c1_g2_i1	85	109
TR21743|c0_g1_i1	11	9
TR21743|c0_g1_i2	29	51
TR21744|c0_g1_i1	15	11
TR21745|c0_g1_i1	179	240
TR21746|c0_g1_i1	63	217
TR21747|c0_g1_i1	25	21
TR21747|c0_g1_i2	43	29
TR21747|c0_g1_i3	25	20
TR21747|c0_g1_i4	28	29
TR21747|c0_g1_i5	28	31
TR21748|c0_g1_i1	562	386
TR21749|c0_g1_i1	0	0
TR21749|c0_g2_i1	87	120
TR21749|c1_g1_i1	11	16
TR21749|c1_g2_i1	2	0
TR21750|c0_g1_i1	166	115
TR21751|c0_g1_i1	161	257
TR21752|c2_g1_i1	29	18
TR21752|c2_g1_i2	9	5
TR21753|c0_g1_i1	705	1564
TR21754|c1_g1_i1	17	8
TR21755|c0_g1_i1	30	54
TR21756|c0_g1_i1	7	42
TR21756|c0_g1_i2	67	96
TR21757|c0_g1_i1	10	17
TR21757|c0_g2_i1	45	31
TR21757|c0_g3_i1	46	40
TR21758|c0_g1_i1	0	0
TR21758|c0_g1_i2	36	119
TR21758|c0_g1_i3	7	34
TR21759|c0_g1_i1	5	0
TR21759|c0_g1_i2	9	9
TR21759|c0_g1_i3	17	8
TR21760|c0_g1_i1	222	266
TR21761|c0_g1_i1	17	68
TR21761|c1_g1_i1	12	9
TR21761|c2_g1_i1	16	67
TR21761|c3_g1_i1	4	3
TR21762|c0_g1_i1	3	133
TR21763|c0_g1_i1	39	50
TR21764|c0_g1_i1	28	54
TR21765|c0_g1_i1	10	13
TR21765|c0_g1_i2	8	4
TR21766|c0_g1_i1	20	36
TR21767|c0_g1_i1	48	109
TR21768|c0_g1_i1	39	21
TR21769|c0_g1_i1	92	83
TR21770|c0_g1_i1	149	13
TR21770|c0_g1_i2	0	112
TR21771|c0_g1_i1	98	73
TR21772|c0_g1_i1	7	35
TR21772|c1_g1_i1	42	78
TR21773|c0_g1_i1	36	27
TR21774|c0_g1_i1	107	59
TR21775|c1_g1_i1	0	12
TR21775|c1_g1_i2	0	66
TR21775|c1_g1_i3	5	8
TR21776|c0_g1_i1	0	13
TR21776|c0_g1_i2	0	33
TR21776|c0_g1_i3	0	52
TR21776|c0_g1_i4	11	9
TR21777|c0_g1_i1	1497	2924
TR21777|c0_g2_i1	5766	11738
TR21778|c0_g1_i1	24	25
TR21779|c0_g1_i1	22	52
TR21780|c0_g1_i1	8	13
TR21780|c0_g2_i1	191	455
TR21781|c0_g1_i1	51	85
TR21781|c0_g1_i2	102	1612
TR21782|c0_g1_i1	34	27
TR21782|c0_g1_i2	22	35
TR21783|c0_g1_i1	9	0
TR21783|c0_g1_i2	131	16
TR21783|c0_g1_i3	31	16
TR21784|c0_g1_i1	70	39
TR21785|c0_g1_i1	39	61
TR21786|c0_g1_i1	61	56
TR21787|c0_g1_i1	306	89
TR21788|c0_g1_i1	28	74
TR21788|c0_g1_i2	13	4
TR21788|c0_g2_i1	7	8
TR21789|c0_g1_i1	5	13
TR21789|c1_g1_i1	17	0
TR21789|c1_g1_i2	59	83
TR21790|c0_g1_i1	30	45
TR21790|c0_g2_i1	0	0
TR21791|c0_g1_i1	0	109
TR21791|c0_g1_i2	0	21
TR21791|c0_g1_i3	0	14
TR21791|c0_g1_i4	26	351
TR21792|c0_g1_i1	15	8
TR21793|c0_g1_i1	101	60
TR21794|c0_g1_i1	10	3
TR21794|c0_g1_i2	34	33
TR21794|c0_g1_i3	0	2
TR21795|c0_g1_i1	12	37
TR21795|c0_g1_i2	27	14
TR21796|c0_g1_i1	41	65
TR21797|c0_g1_i1	0	9
TR21797|c0_g1_i2	64	18
TR21798|c0_g1_i1	57	130
TR21799|c0_g1_i1	29	0
TR21799|c0_g1_i2	8	37
TR21799|c0_g1_i3	0	25
TR21799|c0_g1_i4	24	0
TR21800|c0_g1_i1	139	85
TR21801|c0_g1_i1	24	11
TR21801|c0_g1_i2	21	4
TR21802|c0_g1_i1	558	460
TR21803|c0_g1_i1	14	12
TR21803|c0_g2_i1	0	17
TR21803|c0_g3_i1	23	6
TR21804|c0_g1_i1	73	120
TR21804|c0_g1_i2	103	78
TR21805|c0_g1_i1	9	13
TR21805|c0_g1_i2	19	13
TR21805|c0_g1_i3	14	8
TR21806|c0_g1_i1	13	26
TR21807|c0_g1_i1	269	197
TR21807|c0_g2_i1	40	23
TR21807|c0_g3_i1	7	3
TR21808|c0_g1_i1	102	304
TR21808|c0_g1_i2	54	74
TR21809|c1_g1_i1	0	9
TR21809|c1_g1_i2	5	12
TR21809|c1_g1_i3	1	23
TR21809|c1_g1_i4	0	14
TR21809|c1_g2_i1	5	31
TR21810|c0_g1_i1	16	14
TR21810|c0_g1_i2	53	45
TR21811|c0_g1_i1	46	54
TR21811|c0_g1_i2	54	70
TR21812|c0_g1_i1	34	530
TR21813|c0_g1_i1	38	42
TR21813|c0_g1_i2	15	55
TR21814|c0_g1_i1	427	444
TR21815|c0_g1_i1	53	23
TR21815|c0_g1_i2	0	15
TR21815|c0_g1_i3	53	17
TR21816|c0_g1_i1	20	34
TR21816|c0_g1_i2	0	7
TR21816|c0_g2_i1	20	17
TR21817|c0_g1_i1	42	13
TR21817|c0_g2_i1	26	3
TR21818|c0_g1_i1	3070	3313
TR21819|c0_g1_i1	7	7
TR21819|c0_g1_i2	21	25
TR21820|c0_g1_i1	0	63
TR21820|c0_g1_i2	90	0
TR21820|c0_g2_i1	19	0
TR21821|c0_g1_i1	62	16
TR21821|c0_g1_i2	37	10
TR21822|c0_g1_i1	84	126
TR21823|c0_g1_i1	6	0
TR21823|c0_g1_i2	9	18
TR21824|c0_g1_i1	268	37
TR21825|c0_g1_i1	39	32
TR21826|c0_g1_i1	0	0
TR21826|c0_g1_i2	441	726
TR21826|c0_g2_i1	10	0
TR21827|c0_g1_i1	23	42
TR21828|c0_g1_i1	33	115
TR21829|c0_g1_i1	2	6
TR21829|c0_g1_i2	19	6
TR21829|c0_g1_i3	2	1
TR21829|c0_g1_i4	8	19
TR21829|c0_g1_i5	6	12
TR21829|c0_g1_i6	14	48
TR21830|c0_g1_i1	10	9
TR21830|c1_g1_i1	10	19
TR21830|c1_g2_i1	0	9
TR21831|c0_g1_i1	142	134
TR21832|c0_g1_i1	69	66
TR21833|c0_g1_i1	26	56
TR21834|c0_g1_i1	76	64
TR21835|c0_g1_i1	203	295
TR21836|c0_g1_i1	15	31
TR21836|c0_g1_i2	8	31
TR21836|c0_g2_i1	1	8
TR21837|c0_g1_i1	61	92
TR21838|c0_g1_i1	56	37
TR21839|c0_g1_i1	86	103
TR21840|c0_g1_i1	29	22
TR21840|c0_g2_i1	22	9
TR21841|c0_g1_i1	19	32
TR21841|c0_g1_i2	0	13
TR21842|c0_g1_i1	8	33
TR21843|c0_g1_i1	11	27
TR21844|c0_g1_i1	153	93
TR21844|c1_g1_i1	6	10
TR21845|c2_g1_i1	20	69
TR21845|c3_g1_i1	13	7
TR21845|c3_g1_i2	0	22
TR21845|c4_g1_i1	57	124
TR21846|c1_g1_i1	335	658
TR21847|c0_g1_i1	70	23
TR21848|c1_g1_i1	31	50
TR21849|c0_g1_i1	30	51
TR21850|c0_g1_i1	64	63
TR21851|c0_g1_i1	210	194
TR21852|c0_g1_i1	43	34
TR21852|c0_g2_i1	38	88
TR21852|c0_g2_i2	184	166
TR21852|c0_g2_i3	11	56
TR21852|c0_g3_i1	0	127
TR21853|c0_g1_i1	56	32
TR21853|c0_g1_i2	44	50
TR21854|c0_g1_i1	50	29
TR21854|c0_g1_i2	56	155
TR21855|c0_g1_i1	10	28
TR21855|c1_g1_i1	7	4
TR21855|c1_g1_i2	159	150
TR21855|c1_g1_i3	0	50
TR21855|c1_g1_i4	0	0
TR21855|c1_g1_i5	35	19
TR21856|c0_g1_i1	3	5
TR21856|c0_g1_i2	10	27
TR21857|c0_g1_i1	1073	4552
TR21858|c0_g1_i1	4	5
TR21858|c0_g1_i2	5	0
TR21858|c0_g1_i3	11	18
TR21859|c0_g1_i1	33	51
TR21859|c0_g1_i2	24	32
TR21860|c0_g1_i1	9	6
TR21860|c0_g1_i2	28	0
TR21860|c0_g1_i3	33	44
TR21860|c0_g1_i4	21	4
TR21861|c0_g1_i1	276	424
TR21862|c0_g1_i1	30	39
TR21863|c0_g1_i1	15	29
TR21863|c0_g1_i2	12	22
TR21864|c0_g1_i1	111	164
TR21865|c0_g1_i1	9	7
TR21866|c0_g1_i1	84	49
TR21867|c0_g1_i1	33	98
TR21868|c0_g1_i1	385	592
TR21869|c0_g1_i1	119	200
TR21869|c1_g1_i1	139	239
TR21869|c1_g1_i2	11	28
TR21870|c0_g1_i1	24	52
TR21870|c0_g1_i2	33	19
TR21871|c0_g1_i1	974	858
TR21872|c0_g1_i1	9	5
TR21872|c0_g1_i2	24	35
TR21873|c1_g1_i1	225	180
TR21874|c0_g1_i1	106	135
TR21874|c0_g1_i2	62	95
TR21875|c0_g1_i1	50	225
TR21876|c0_g1_i1	114	0
TR21876|c0_g1_i2	0	0
TR21876|c0_g1_i3	0	0
TR21876|c0_g1_i4	0	70
TR21877|c0_g1_i1	548	466
TR21877|c1_g1_i1	48	47
TR21878|c0_g1_i1	1099	1866
TR21878|c0_g1_i2	1176	1154
TR21879|c0_g1_i1	23	39
TR21880|c0_g1_i1	77	59
TR21881|c0_g1_i1	6	39
TR21881|c0_g1_i2	11	76
TR21882|c0_g1_i1	12	30
TR21882|c0_g2_i1	1714	1892
TR21883|c0_g1_i1	13	176
TR21883|c0_g1_i2	21	199
TR21883|c0_g1_i3	205	657
TR21883|c0_g1_i4	0	33
TR21883|c0_g2_i1	15	6
TR21884|c0_g1_i1	192	338
TR21884|c0_g1_i2	265	161
TR21885|c0_g1_i1	44	27
TR21886|c0_g1_i1	422	498
TR21887|c1_g1_i1	43	47
TR21888|c0_g1_i1	96	61
TR21888|c0_g1_i2	430	352
TR21889|c0_g1_i1	38	20
TR21890|c0_g1_i1	560	1039
TR21891|c0_g1_i1	45	43
TR21891|c0_g1_i2	5	15
TR21892|c0_g1_i1	101	139
TR21893|c0_g1_i1	143	164
TR21893|c1_g1_i1	133	303
TR21894|c0_g1_i1	413	577
TR21895|c0_g1_i1	91	44
TR21896|c0_g1_i1	0	46
TR21896|c0_g1_i2	103	33
TR21897|c0_g1_i1	0	0
TR21897|c0_g1_i2	259	327
TR21898|c0_g1_i1	27	27
TR21898|c0_g1_i2	2	16
TR21898|c0_g1_i3	20	0
TR21898|c0_g1_i4	3	8
TR21899|c0_g1_i1	229	237
TR21900|c0_g1_i1	11	5
TR21900|c0_g1_i2	4	3
TR21901|c0_g1_i1	30	24
TR21901|c0_g2_i1	15	50
TR21902|c1_g1_i1	2	6
TR21902|c1_g2_i1	8	6
TR21903|c0_g1_i1	0	13
TR21903|c0_g1_i2	7	33
TR21904|c0_g1_i1	54	165
TR21905|c0_g1_i1	22	15
TR21906|c1_g1_i1	14	15
TR21906|c1_g1_i2	14	12
TR21907|c0_g1_i1	0	66
TR21907|c0_g2_i1	375	309
TR21908|c0_g1_i1	2306	4963
TR21909|c0_g1_i1	10	6
TR21909|c0_g1_i2	1	7
TR21909|c0_g1_i3	24	8
TR21909|c0_g1_i4	3	10
TR21910|c0_g1_i1	14	55
TR21910|c0_g1_i2	28	41
TR21911|c0_g1_i1	0	0
TR21911|c0_g1_i2	214	202
TR21911|c0_g1_i3	12	45
TR21911|c0_g2_i1	0	15
TR21912|c0_g1_i1	597	413
TR21913|c0_g1_i1	750	598
TR21914|c0_g1_i1	343	346
TR21915|c0_g1_i1	0	61
TR21915|c0_g1_i2	243	96
TR21916|c0_g1_i1	53	36
TR21917|c0_g1_i1	30	60
TR21918|c0_g1_i1	507	286
TR21918|c0_g1_i2	2105	77
TR21918|c0_g1_i3	431	3013
TR21918|c0_g1_i4	1823	815
TR21919|c0_g1_i1	12	36
TR21919|c0_g2_i1	12	28
TR21920|c0_g1_i1	777	1589
TR21921|c0_g1_i1	35	74
TR21922|c0_g1_i1	0	184
TR21922|c0_g1_i2	46	9
TR21923|c0_g1_i1	102	85
TR21924|c0_g1_i1	25	39
TR21925|c0_g1_i1	31	94
TR21925|c0_g1_i2	45	91
TR21926|c0_g1_i1	374	254
TR21927|c0_g1_i1	637	551
TR21928|c0_g1_i1	0	0
TR21928|c0_g1_i2	40	19
TR21929|c0_g1_i1	7	99
TR21930|c0_g1_i1	8	0
TR21930|c0_g1_i2	32	16
TR21931|c0_g1_i1	37	55
TR21932|c0_g1_i1	455	237
TR21932|c0_g1_i2	312	545
TR21933|c0_g1_i1	50	47
TR21934|c1_g1_i1	284	298
TR21934|c1_g1_i2	21	39
TR21934|c2_g1_i1	14	12
TR21935|c0_g1_i1	106	192
TR21935|c0_g1_i2	100	69
TR21936|c0_g1_i1	179	299
TR21937|c0_g1_i1	26	17
TR21937|c0_g1_i2	18	6
TR21937|c0_g2_i1	2	19
TR21938|c0_g1_i1	22	13
TR21938|c0_g1_i2	0	36
TR21939|c0_g1_i1	6	7
TR21939|c0_g1_i2	19	70
TR21940|c0_g1_i1	448	1975
TR21941|c0_g1_i1	595	759
TR21942|c0_g1_i1	32	32
TR21942|c0_g2_i1	66	95
TR21942|c1_g1_i1	40	56
TR21943|c0_g1_i1	0	0
TR21943|c0_g2_i1	28	3
TR21943|c1_g1_i1	16	13
TR21944|c0_g1_i1	33	147
TR21944|c0_g1_i2	166	129
TR21944|c0_g1_i3	116	110
TR21944|c0_g1_i4	27	70
TR21945|c0_g1_i1	43	109
TR21946|c0_g1_i1	161	313
TR21947|c0_g1_i1	42	46
TR21948|c0_g1_i1	47	64
TR21949|c0_g1_i1	40	30
TR21950|c0_g1_i1	26	55
TR21951|c0_g1_i1	6	3
TR21951|c0_g1_i2	12	40
TR21952|c0_g1_i1	62	12
TR21952|c0_g1_i2	69	112
TR21953|c1_g1_i1	96	92
TR21954|c0_g1_i1	36	18
TR21955|c0_g1_i1	210	145
TR21955|c0_g1_i2	125	88
TR21956|c0_g1_i1	88	55
TR21957|c0_g1_i1	25	39
TR21957|c1_g1_i1	8	21
TR21957|c1_g1_i2	3	12
TR21958|c0_g1_i1	5	13
TR21958|c0_g1_i2	11	18
TR21958|c0_g1_i3	13	17
TR21958|c0_g1_i4	8	14
TR21958|c0_g1_i5	0	0
TR21958|c0_g1_i6	4	15
TR21959|c0_g1_i1	12	18
TR21959|c0_g1_i2	20	22
TR21960|c0_g1_i1	135	160
TR21960|c0_g1_i2	69	9
TR21961|c0_g1_i1	29	31
TR21962|c0_g1_i1	55	34
TR21962|c0_g2_i1	114	76
TR21963|c0_g1_i1	0	0
TR21963|c0_g1_i2	21	25
TR21964|c0_g1_i1	15	36
TR21965|c0_g1_i1	93	129
TR21965|c0_g1_i2	58	44
TR21965|c0_g1_i3	9	27
TR21965|c0_g1_i4	6	10
TR21966|c0_g1_i1	277	1094
TR21967|c0_g1_i1	134	194
TR21968|c0_g1_i1	141	117
TR21968|c0_g1_i2	81	36
TR21969|c0_g1_i1	155	1339
TR21969|c0_g1_i2	149	560
TR21970|c0_g1_i1	0	15
TR21970|c0_g1_i2	27	11
TR21971|c0_g1_i1	757	293
TR21972|c0_g1_i1	4	55
TR21973|c0_g1_i1	110	79
TR21973|c0_g1_i2	0	29
TR21974|c0_g1_i1	1204	3581
TR21974|c0_g1_i2	647	1347
TR21974|c0_g1_i3	56	163
TR21974|c0_g1_i4	168	174
TR21974|c0_g1_i5	34	141
TR21975|c0_g1_i1	264	256
TR21976|c0_g1_i1	16	76
TR21976|c0_g1_i2	0	0
TR21977|c0_g1_i1	2	7
TR21977|c0_g2_i1	28	22
TR21978|c0_g1_i1	85	106
TR21979|c0_g1_i1	1672	1091
TR21980|c0_g1_i1	25	20
TR21980|c0_g1_i2	1	0
TR21981|c0_g1_i1	7	8
TR21981|c0_g1_i2	40	16
TR21981|c0_g1_i3	2	20
TR21982|c0_g1_i1	2030	1925
TR21982|c0_g1_i2	76	34
TR21982|c0_g1_i3	59	20
TR21983|c0_g1_i1	1417	1752
TR21984|c0_g1_i1	95	81
TR21984|c0_g1_i2	32	25
TR21985|c0_g1_i1	14	55
TR21985|c0_g1_i2	41	12
TR21986|c0_g1_i1	56	36
TR21987|c0_g1_i1	2	6
TR21988|c0_g1_i1	50	0
TR21988|c0_g2_i1	46	19
TR21989|c0_g1_i1	629	426
TR21990|c0_g1_i1	0	42
TR21990|c0_g1_i2	90	18
TR21990|c0_g1_i3	0	28
TR21991|c0_g1_i1	7	43
TR21991|c0_g1_i2	26	35
TR21992|c0_g1_i1	53	39
TR21992|c1_g1_i1	16	24
TR21993|c0_g1_i1	0	0
TR21993|c0_g1_i2	40	41
TR21993|c0_g1_i3	0	0
TR21993|c0_g1_i4	21	27
TR21994|c0_g1_i1	71	21
TR21995|c0_g1_i1	3	9
TR21995|c0_g1_i2	10	29
TR21996|c0_g1_i1	161	202
TR21996|c0_g1_i2	21	1
TR21997|c0_g1_i1	98	65
TR21998|c0_g1_i1	265	127
TR21998|c0_g2_i1	0	0
TR21999|c0_g1_i1	12	7
TR21999|c0_g1_i2	25	8
TR22000|c0_g1_i1	23	18
TR22000|c0_g2_i1	0	0
TR22000|c1_g1_i1	78	75
TR22001|c0_g1_i1	241	231
TR22002|c0_g1_i1	13	33
TR22003|c0_g1_i1	37	595
TR22003|c0_g1_i2	11	7
TR22003|c0_g1_i3	86	9
TR22004|c0_g1_i1	35	50
TR22005|c0_g1_i1	3	10
TR22005|c0_g1_i2	12	0
TR22006|c0_g1_i1	2	2
TR22006|c0_g2_i1	2	7
TR22006|c0_g2_i2	6	7
TR22006|c0_g2_i3	6	0
TR22007|c0_g1_i1	68	108
TR22008|c0_g1_i1	39	19
TR22008|c0_g1_i2	13	26
TR22008|c0_g1_i3	1	12
TR22008|c0_g1_i4	3	7
TR22008|c0_g1_i5	16	7
TR22008|c0_g1_i6	4	30
TR22009|c0_g1_i1	29	59
TR22010|c0_g1_i1	85	72
TR22010|c0_g1_i2	9	19
TR22011|c0_g1_i1	0	0
TR22011|c0_g1_i2	7	24
TR22011|c0_g1_i3	284	98
TR22011|c0_g1_i4	9	4
TR22012|c0_g1_i1	165	325
TR22013|c0_g1_i1	8	142
TR22014|c0_g1_i1	21	10
TR22014|c0_g1_i2	11	7
TR22015|c0_g1_i1	44	88
TR22015|c0_g1_i2	23	30
TR22016|c0_g1_i1	301	203
TR22017|c0_g1_i1	796	1466
TR22018|c0_g1_i1	25	35
TR22018|c0_g1_i2	24	29
TR22019|c0_g1_i1	69	58
TR22020|c0_g1_i1	65	441
TR22021|c0_g1_i1	60	41
TR22021|c0_g2_i1	5	7
TR22022|c0_g1_i1	0	11
TR22022|c0_g1_i2	74	23
TR22022|c0_g1_i3	10	20
TR22022|c0_g1_i4	0	7
TR22023|c0_g1_i1	0	0
TR22023|c0_g1_i2	23	27
TR22023|c0_g2_i1	1	2
TR22024|c0_g1_i1	18	37
TR22024|c0_g1_i2	22	24
TR22025|c0_g1_i1	87	106
TR22026|c0_g1_i1	72	141
TR22027|c0_g1_i1	38	40
TR22027|c0_g2_i1	47	68
TR22027|c0_g2_i2	6	43
TR22027|c0_g2_i3	11	18
TR22028|c0_g1_i1	50	58
TR22028|c0_g1_i2	89	191
TR22029|c0_g1_i1	98	132
TR22030|c0_g1_i1	53	135
TR22031|c0_g1_i1	102	120
TR22032|c0_g1_i1	12	19
TR22032|c0_g1_i2	19	22
