Feature_ID	Female_108 - Total gene reads	Male_108 - Total gene reads
TR610|c0_g1_i1	3	5
TR610|c0_g2_i1	5	8
TR611|c0_g1_i1	0	0
TR611|c0_g2_i1	509	451
TR612|c0_g1_i1	4	2
TR612|c0_g2_i1	6	21
TR613|c0_g1_i1	1	7
TR614|c0_g1_i1	243	203
TR615|c0_g1_i1	8	17
TR615|c0_g2_i1	2	0
TR616|c0_g1_i1	3	1
TR617|c0_g1_i1	9	11
TR618|c0_g1_i1	4	11
TR619|c1_g1_i1	7	3
TR620|c0_g1_i1	12	28
TR621|c0_g1_i1	23	30
TR622|c0_g1_i1	18	11
TR623|c0_g1_i1	3	7
TR624|c0_g1_i1	4	6
TR625|c0_g1_i1	7	16
TR626|c0_g1_i1	2	0
TR627|c0_g1_i1	29	12
TR627|c0_g2_i1	0	8
TR628|c0_g1_i1	10	2
TR629|c0_g1_i1	1	14
TR629|c0_g2_i1	5	8
TR630|c0_g1_i1	4	2
TR631|c0_g1_i1	5	6
TR632|c0_g1_i1	4	9
TR633|c0_g1_i1	24	129
TR634|c0_g1_i1	5	10
TR634|c0_g2_i1	5	16
TR635|c0_g1_i1	7	8
TR635|c0_g2_i1	0	10
TR636|c0_g1_i1	1	0
TR637|c0_g1_i1	1	9
TR637|c0_g2_i1	1	0
TR638|c0_g1_i1	14	16
TR639|c0_g1_i1	19	19
TR640|c0_g1_i1	6	16
TR641|c0_g1_i1	6	4
TR641|c0_g2_i1	7	14
TR642|c0_g1_i1	2	2
TR643|c0_g1_i1	0	11
TR643|c0_g2_i1	13	0
TR644|c0_g1_i1	6	6
TR645|c0_g1_i1	16	0
TR645|c0_g2_i1	0	14
TR646|c0_g1_i1	46	154
TR647|c0_g1_i1	462	202
TR648|c0_g1_i1	7	11
TR649|c0_g1_i1	3	6
TR649|c0_g2_i1	4	1
TR650|c0_g1_i1	8	0
TR650|c0_g2_i1	16	8
TR651|c0_g1_i1	23	25
TR651|c1_g1_i1	2	1
TR652|c0_g1_i1	13	9
TR653|c0_g1_i1	1	10
TR654|c0_g1_i1	10	15
TR655|c0_g1_i1	12	1
TR656|c0_g1_i1	5	1
TR657|c0_g1_i1	16	8
TR658|c0_g1_i1	5	0
TR659|c0_g1_i1	12	0
TR660|c0_g1_i1	1	7
TR661|c0_g1_i1	0	0
TR661|c0_g2_i1	5	16
TR661|c1_g1_i1	8	56
TR661|c1_g2_i1	2	21
TR662|c0_g1_i1	0	6
TR662|c0_g2_i1	3	10
TR663|c0_g1_i1	1	13
TR664|c0_g1_i1	0	11
TR664|c0_g2_i1	1	0
TR665|c0_g1_i1	47	22
TR666|c0_g1_i1	36	19
TR667|c0_g1_i1	0	6
TR668|c0_g1_i1	123	47
TR669|c0_g1_i1	6	6
TR670|c0_g1_i1	24	24
TR671|c0_g1_i1	3	0
TR671|c0_g1_i2	0	11
TR672|c0_g1_i1	3	3
TR673|c0_g1_i1	4	1
TR673|c0_g2_i1	7	5
TR674|c0_g1_i1	13	23
TR674|c0_g2_i1	0	2
TR675|c0_g1_i1	0	0
TR675|c0_g2_i1	5	7
TR676|c0_g1_i1	1	24
TR677|c0_g1_i1	12	14
TR678|c0_g1_i1	3	13
TR679|c0_g1_i1	76	74
TR679|c0_g2_i1	49	0
TR680|c0_g1_i1	5	20
TR680|c0_g2_i1	0	20
TR681|c0_g1_i1	7	23
TR682|c0_g1_i1	0	14
TR682|c0_g2_i1	9	10
TR683|c0_g1_i1	0	6
TR683|c0_g2_i1	19	6
TR684|c0_g1_i1	268	326
TR685|c0_g1_i1	6	12
TR686|c0_g1_i1	0	0
TR686|c0_g2_i1	2	5
TR687|c0_g1_i1	4	20
TR688|c0_g1_i1	61	50
TR688|c0_g2_i1	19	2
TR689|c0_g1_i1	7	2
TR690|c0_g1_i1	0	1
TR690|c0_g2_i1	12	0
TR691|c0_g1_i1	9	13
TR691|c0_g2_i1	9	3
TR692|c0_g1_i1	42	4
TR693|c0_g1_i1	10	0
TR694|c0_g1_i1	7	10
TR695|c0_g1_i1	1	3
TR695|c0_g1_i2	10	4
TR696|c0_g1_i1	20	33
TR697|c0_g1_i1	3	19
TR697|c0_g2_i1	7	0
TR698|c0_g1_i1	9	8
TR699|c0_g1_i1	1	36
TR700|c0_g1_i1	4	4
TR700|c0_g2_i1	5	5
TR701|c0_g1_i1	11	8
TR702|c0_g1_i1	7	3
TR703|c0_g1_i1	10	10
TR704|c0_g1_i1	9	15
TR705|c0_g1_i1	1	17
TR706|c0_g1_i1	4	18
TR707|c0_g1_i1	11	5
TR708|c0_g1_i1	5	14
TR709|c0_g1_i1	213	400
TR710|c0_g1_i1	18	12
TR710|c0_g2_i1	9	14
TR711|c0_g1_i1	5	8
TR711|c0_g2_i1	0	0
TR712|c0_g1_i1	33	14
TR713|c0_g1_i1	83	98
TR714|c0_g1_i1	8	11
TR715|c0_g1_i1	1	1
TR716|c0_g1_i1	9	3
TR717|c0_g1_i1	13	14
TR718|c0_g1_i1	3	6
TR719|c0_g1_i1	18	18
TR720|c0_g1_i1	7	3
TR721|c0_g1_i1	11	5
TR721|c0_g2_i1	2	2
TR722|c0_g1_i1	0	7
TR723|c0_g1_i1	4	0
TR723|c0_g2_i1	0	11
TR724|c0_g1_i1	20	31
TR725|c0_g1_i1	20	5
TR725|c0_g2_i1	0	5
TR726|c0_g1_i1	0	6
TR726|c0_g2_i1	7	6
TR727|c0_g1_i1	5	4
TR728|c0_g1_i1	4	5
TR729|c0_g1_i1	14	5
TR730|c0_g1_i1	4	1
TR731|c0_g1_i1	18	8
TR732|c0_g1_i1	3	4
TR733|c0_g1_i1	4	7
TR734|c0_g1_i1	5	6
TR735|c0_g1_i1	8	16
TR735|c0_g2_i1	3	0
TR736|c0_g1_i1	8	20
TR737|c0_g1_i1	0	7
TR737|c0_g2_i1	5	6
TR738|c0_g1_i1	37	114
TR739|c0_g1_i1	0	15
TR739|c0_g2_i1	9	3
TR740|c0_g1_i1	3	6
TR741|c0_g1_i1	16	18
TR741|c0_g1_i2	8	7
TR742|c0_g1_i1	17	26
TR743|c0_g1_i1	2	13
TR743|c0_g2_i1	3	71
TR744|c0_g1_i1	22	17
TR745|c0_g1_i1	2	7
TR746|c0_g1_i1	4	5
TR747|c0_g1_i1	6	5
TR747|c0_g2_i1	6	15
TR748|c0_g1_i1	9	14
TR748|c0_g2_i1	2	0
TR749|c0_g1_i1	22	32
TR750|c0_g1_i1	5	13
TR751|c0_g1_i1	16	11
TR752|c0_g1_i1	2	3
TR753|c0_g1_i1	7	3
TR754|c0_g1_i1	12	7
TR754|c0_g2_i1	0	0
TR755|c0_g1_i1	5	25
TR756|c0_g1_i1	6	5
TR757|c0_g1_i1	6	13
TR757|c0_g2_i1	0	0
TR758|c0_g1_i1	15	50
TR758|c0_g2_i1	0	2
TR759|c0_g1_i1	5	0
TR759|c0_g2_i1	0	4
TR760|c0_g1_i1	0	5
TR760|c0_g2_i1	4	1
TR761|c0_g1_i1	2	1
TR761|c0_g2_i1	45	2
TR762|c0_g1_i1	10	5
TR763|c0_g1_i1	3	0
TR763|c0_g2_i1	0	2
TR764|c0_g1_i1	10	12
TR765|c0_g1_i1	35	48
TR766|c0_g1_i1	5	0
TR767|c0_g1_i1	7	15
TR767|c0_g2_i1	2	3
TR768|c0_g1_i1	0	6
TR769|c0_g1_i1	7	12
TR769|c0_g2_i1	6	10
TR770|c0_g1_i1	14	15
TR771|c0_g1_i1	3	7
TR772|c0_g1_i1	14	0
TR772|c0_g2_i1	15	22
TR773|c0_g1_i1	8	3
TR774|c0_g1_i1	36	16
TR775|c0_g1_i1	7	17
TR776|c0_g1_i1	7	0
TR776|c0_g2_i1	9	6
TR777|c0_g1_i1	0	0
TR777|c0_g2_i1	1	4
TR778|c0_g1_i1	4	12
TR779|c0_g1_i1	2	1
TR779|c0_g2_i1	0	3
TR780|c0_g1_i1	12	23
TR781|c0_g1_i1	64	10
TR781|c0_g2_i1	0	16
TR782|c0_g1_i1	17	31
TR783|c0_g1_i1	32	66
TR784|c0_g1_i1	0	19
TR784|c0_g2_i1	0	294
TR785|c0_g1_i1	16	6
TR786|c0_g1_i1	15	2
TR787|c0_g1_i1	6	9
TR788|c0_g1_i1	9	4
TR789|c0_g1_i1	14	6
TR790|c0_g1_i1	21	13
TR791|c0_g1_i1	3	0
TR791|c0_g2_i1	1	3
TR792|c0_g1_i1	4	8
TR792|c0_g2_i1	3	3
TR793|c0_g1_i1	6	11
TR794|c0_g1_i1	10	15
TR795|c0_g1_i1	4	2
TR796|c0_g1_i1	0	2
TR796|c0_g2_i1	18	5
TR797|c0_g1_i1	1274	9011
TR798|c0_g1_i1	125	91
TR799|c0_g1_i1	3	4
TR800|c0_g1_i1	22	14
TR801|c0_g1_i1	0	48
TR801|c0_g2_i1	29	34
TR802|c0_g1_i1	6	16
TR803|c0_g1_i1	18	12
TR804|c1_g1_i1	9	11
TR805|c0_g1_i1	6	10
TR806|c0_g1_i1	101	69
TR806|c0_g2_i1	2	0
TR807|c0_g1_i1	17980	25162
TR808|c0_g1_i1	26	19
TR809|c0_g1_i1	3	4
TR809|c0_g2_i1	1	4
TR810|c0_g1_i1	7	5
TR811|c0_g1_i1	10	2
TR812|c0_g1_i1	3	0
TR812|c0_g2_i1	0	7
TR813|c0_g1_i1	16	57
TR814|c0_g1_i1	60	62
TR815|c0_g1_i1	4	5
TR816|c0_g1_i1	8	9
TR817|c0_g1_i1	23	19
TR818|c0_g1_i1	0	23
TR819|c0_g1_i1	1	3
TR819|c0_g2_i1	0	0
TR820|c0_g1_i1	0	0
TR820|c0_g2_i1	10	1
TR821|c0_g1_i1	11	1
TR821|c0_g2_i1	5	1
TR822|c0_g1_i1	7	6
TR823|c0_g1_i1	0	11
TR823|c0_g2_i1	18	4
TR824|c0_g1_i1	10	9
TR825|c0_g1_i1	15	15
TR826|c0_g1_i1	2	18
TR827|c0_g1_i1	22	16
TR828|c0_g1_i1	2	1
TR828|c0_g2_i1	5	0
TR829|c0_g1_i1	95	61
TR830|c0_g1_i1	22	11
TR831|c0_g1_i1	7	4
TR832|c0_g1_i1	13	24
TR833|c0_g1_i1	3	4
TR834|c0_g1_i1	5	36
TR834|c0_g2_i1	0	49
TR835|c0_g1_i1	41	8
TR836|c0_g1_i1	0	5
TR836|c0_g2_i1	3	0
TR837|c0_g1_i1	9	5
TR838|c0_g1_i1	0	10
TR838|c0_g2_i1	4	0
TR839|c0_g1_i1	17	22
TR840|c0_g1_i1	9	6
TR841|c0_g1_i1	30	0
TR841|c0_g2_i1	0	38
TR842|c0_g1_i1	615	877
TR843|c0_g1_i1	7	7
TR844|c0_g1_i1	2	3
TR845|c0_g1_i1	8	25
TR846|c0_g1_i1	10	2
TR847|c0_g1_i1	2	5
TR847|c0_g2_i1	5	2
TR848|c0_g1_i1	9	10
TR849|c0_g1_i1	6	19
TR850|c0_g1_i1	6	30
TR851|c0_g1_i1	21	4
TR852|c1_g1_i1	6	33
TR853|c0_g1_i1	2	15
TR854|c0_g1_i1	3	9
TR855|c0_g1_i1	3	8
TR856|c0_g1_i1	3	13
TR857|c0_g1_i1	67	75
TR858|c0_g1_i1	11	14
TR859|c0_g1_i1	58	48
TR859|c0_g2_i1	19	4
TR860|c0_g1_i1	50	13
TR861|c0_g1_i1	0	18
TR861|c0_g2_i1	6	14
TR862|c0_g1_i1	11	14
TR863|c0_g1_i1	371	231
TR863|c0_g2_i1	9	35
TR864|c0_g1_i1	3	1
TR865|c0_g1_i1	0	2
TR865|c0_g2_i1	10	13
TR866|c0_g1_i1	0	1
TR866|c0_g2_i1	6	3
TR867|c0_g1_i1	18	5
TR868|c0_g1_i1	13	3
TR869|c0_g1_i1	7	4
TR870|c0_g1_i1	4	8
TR870|c0_g2_i1	0	0
TR871|c0_g1_i1	0	8
TR872|c0_g1_i1	663	706
TR872|c0_g2_i1	0	155
TR873|c0_g1_i1	33	5
TR874|c0_g1_i1	12	4
TR875|c0_g1_i1	16	18
TR876|c1_g1_i1	11	17
TR877|c0_g1_i1	10	3
TR878|c0_g1_i1	2	5
TR879|c0_g1_i1	12	9
TR879|c0_g1_i2	17	31
TR880|c0_g1_i1	116	35
TR881|c0_g1_i1	8	19
TR882|c0_g1_i1	45	66
TR883|c0_g1_i1	23	0
TR884|c0_g1_i1	69	129
TR885|c0_g1_i1	1	3
TR885|c0_g2_i1	3	10
TR886|c0_g1_i1	0	2
TR886|c0_g2_i1	11	3
TR887|c0_g1_i1	7	21
TR888|c0_g1_i1	8	12
TR889|c0_g1_i1	0	6
TR889|c0_g2_i1	6	0
TR890|c0_g1_i1	8	6
TR891|c0_g1_i1	0	9
TR892|c0_g1_i1	7	12
TR893|c1_g1_i1	1	33
TR894|c0_g1_i1	0	0
TR894|c0_g2_i1	6	0
TR895|c0_g1_i1	18	31
TR896|c0_g1_i1	5	6
TR897|c0_g1_i1	3	9
TR897|c0_g2_i1	4	15
TR898|c0_g1_i1	3	2
TR898|c0_g2_i1	0	6
TR899|c0_g1_i1	4	2
TR900|c0_g1_i1	1	4
TR901|c0_g1_i1	4322	3523
TR902|c0_g1_i1	16	12
TR903|c1_g1_i1	3	7
TR904|c0_g1_i1	0	0
TR904|c0_g2_i1	6	7
TR905|c0_g1_i1	11	18
TR906|c0_g1_i1	44	93
TR906|c0_g1_i2	11	7
TR907|c0_g1_i1	10	11
TR908|c0_g1_i1	3	5
TR908|c0_g2_i1	1	0
TR909|c0_g1_i1	8	14
TR910|c0_g1_i1	27	21
TR911|c0_g1_i1	3	3
TR912|c0_g1_i1	12	7
TR913|c0_g1_i1	4	6
TR913|c1_g1_i1	5	8
TR914|c0_g1_i1	0	3
TR914|c0_g2_i1	13	3
TR915|c0_g1_i1	7	4
TR915|c0_g2_i1	0	1
TR916|c0_g1_i1	2	0
TR916|c0_g2_i1	0	6
TR917|c0_g1_i1	5	4
TR918|c0_g1_i1	6	18
TR919|c0_g1_i1	6	11
TR920|c0_g1_i1	24	0
TR920|c0_g2_i1	23	152
TR921|c0_g1_i1	1	21
TR922|c0_g1_i1	17	26
TR923|c0_g1_i1	2	4
TR923|c0_g2_i1	4	10
TR924|c0_g1_i1	0	1
TR924|c0_g2_i1	8	17
TR925|c0_g1_i1	10	15
TR925|c0_g2_i1	14	9
TR926|c0_g1_i1	0	4
TR927|c0_g1_i1	7	11
TR928|c0_g1_i1	6	5
TR929|c0_g1_i1	9	12
TR930|c0_g1_i1	0	12
TR930|c0_g2_i1	6	12
TR931|c0_g1_i1	17	12
TR932|c0_g1_i1	4	2
TR932|c0_g2_i1	4	0
TR933|c0_g1_i1	79	269
TR934|c0_g1_i1	6	3
TR934|c0_g2_i1	0	2
TR935|c0_g1_i1	4	8
TR936|c0_g1_i1	4	7
TR937|c0_g1_i1	8	4
TR938|c0_g1_i1	7	8
TR939|c0_g1_i1	35	11
TR940|c0_g1_i1	2	0
TR940|c0_g2_i1	2	18
TR941|c0_g1_i1	1	6
TR942|c0_g1_i1	11	13
TR943|c0_g1_i1	0	7
TR944|c0_g1_i1	6	6
TR944|c0_g2_i1	8	5
TR945|c0_g1_i1	0	10
TR945|c0_g2_i1	35	29
TR946|c0_g1_i1	1510	1657
TR947|c0_g1_i1	7	2
TR947|c0_g2_i1	0	2
TR947|c1_g1_i1	9	8
TR948|c0_g1_i1	2	5
TR949|c0_g1_i1	12	0
TR950|c0_g1_i1	11	12
TR951|c0_g1_i1	8	5
TR952|c0_g1_i1	21	80
TR953|c0_g1_i1	32	16
TR954|c0_g1_i1	7	1
TR955|c0_g1_i1	1	19
TR956|c0_g1_i1	0	5
TR956|c0_g2_i1	5	5
TR957|c0_g1_i1	0	15
TR957|c0_g2_i1	10	15
TR958|c0_g1_i1	6	18
TR959|c0_g1_i1	10	8
TR960|c0_g1_i1	0	11
TR960|c0_g2_i1	3	0
TR961|c0_g1_i1	0	22
TR962|c0_g1_i1	2	12
TR963|c0_g1_i1	7	5
TR964|c0_g1_i1	5	0
TR964|c0_g2_i1	14	20
TR965|c0_g1_i1	14	17
TR966|c0_g1_i1	4	7
TR967|c0_g1_i1	7	20
TR968|c0_g1_i1	2	4
TR969|c0_g1_i1	127	86
TR970|c0_g1_i1	19	5
TR971|c0_g1_i1	21	6
TR972|c0_g1_i1	3	2
TR972|c0_g2_i1	0	11
TR973|c0_g1_i1	5	0
TR973|c0_g2_i1	0	5
TR974|c0_g1_i1	4	6
TR975|c0_g1_i1	11	2
TR976|c0_g1_i1	9	0
TR976|c0_g2_i1	9	7
TR977|c0_g1_i1	293	265
TR978|c0_g1_i1	14	12
TR979|c0_g1_i1	21	2
TR980|c0_g1_i1	11	16
TR980|c0_g2_i1	5	7
TR981|c0_g1_i1	45	7
TR982|c0_g1_i1	6	16
TR983|c0_g1_i1	7	7
TR984|c0_g1_i1	1096	1203
TR985|c0_g1_i1	6	15
TR986|c0_g1_i1	0	0
TR986|c0_g2_i1	5	5
TR987|c0_g1_i1	10	9
TR988|c0_g1_i1	0	0
TR988|c0_g2_i1	8	8
TR989|c0_g1_i1	10	9
TR990|c0_g1_i1	26	58
TR991|c0_g1_i1	11	0
TR991|c0_g2_i1	10	10
TR992|c0_g1_i1	16	0
TR992|c0_g2_i1	0	3
TR993|c0_g1_i1	0	9
TR993|c0_g2_i1	2	7
TR994|c0_g1_i1	0	46
TR994|c0_g2_i1	5	60
TR995|c0_g1_i1	7	5
TR996|c0_g1_i1	6	18
TR997|c0_g1_i1	2	4
TR998|c0_g1_i1	6	6
TR999|c0_g1_i1	2	4
TR1000|c0_g1_i1	5	7
TR1001|c0_g1_i1	44	75
TR1001|c0_g2_i1	6	7
TR1002|c0_g1_i1	0	5
TR1002|c0_g2_i1	0	22
TR1003|c0_g1_i1	6	2
TR1004|c0_g1_i1	5	10
TR1004|c0_g2_i1	0	2
TR1005|c0_g1_i1	11	15
TR1006|c0_g1_i1	8	11
TR1006|c0_g2_i1	8	26
TR1007|c0_g1_i1	8	3
TR1008|c0_g1_i1	24	12
TR1008|c0_g2_i1	13	56
TR1008|c0_g3_i1	15	16
TR1009|c0_g1_i1	9	10
TR1010|c0_g1_i1	40	13
TR1011|c0_g1_i1	21	10
TR1011|c0_g2_i1	21	15
TR1012|c0_g1_i1	5	7
TR1013|c0_g1_i1	4	7
TR1014|c0_g1_i1	2	5
TR1015|c0_g1_i1	50	16
TR1016|c0_g1_i1	32	4
TR1017|c0_g1_i1	7	11
TR1018|c0_g1_i1	2071	1855
TR1019|c0_g1_i1	4	11
TR1020|c0_g1_i1	0	4
TR1021|c0_g1_i1	8	43
TR1022|c0_g1_i1	0	1
TR1023|c0_g1_i1	1	0
TR1023|c0_g2_i1	2	2
TR1024|c0_g1_i1	0	20
TR1024|c0_g2_i1	4	0
TR1025|c0_g1_i1	18	14
TR1026|c0_g1_i1	45	70
TR1027|c0_g1_i1	11	19
TR1028|c0_g1_i1	0	3
TR1028|c0_g2_i1	10	23
TR1029|c0_g1_i1	13	11
TR1030|c0_g1_i1	0	18
TR1030|c0_g2_i1	41	108
TR1031|c0_g1_i1	0	0
TR1031|c0_g2_i1	2	3
TR1032|c0_g1_i1	8	9
TR1033|c0_g1_i1	10	8
TR1034|c0_g1_i1	0	13
TR1035|c0_g1_i1	5	2
TR1036|c0_g1_i1	1	19
TR1037|c0_g1_i1	0	6
TR1038|c0_g1_i1	18	178
TR1039|c0_g1_i1	48	43
TR1040|c0_g1_i1	8	16
TR1041|c0_g1_i1	17	10
TR1042|c0_g1_i1	4	4
TR1043|c0_g1_i1	7	9
TR1044|c0_g1_i1	64	35
TR1045|c0_g1_i1	2	16
TR1046|c0_g1_i1	6	4
TR1047|c0_g1_i1	0	3
TR1047|c0_g2_i1	6	4
TR1048|c0_g1_i1	23	33
TR1048|c0_g2_i1	4	0
TR1049|c0_g1_i1	19	43
TR1049|c0_g2_i1	25	26
TR1050|c0_g1_i1	7	7
TR1051|c0_g1_i1	24	56
TR1052|c0_g1_i1	13	8
TR1053|c0_g1_i1	15	10
TR1054|c0_g1_i1	18	12
TR1055|c0_g1_i1	13	0
TR1055|c0_g2_i1	28	21
TR1056|c0_g1_i1	15	14
TR1057|c0_g1_i1	7	6
TR1058|c0_g1_i1	10	8
TR1059|c0_g1_i1	1	2
TR1060|c0_g1_i1	14	7
TR1061|c0_g1_i1	0	0
TR1061|c0_g2_i1	9	27
TR1062|c0_g1_i1	1	3
TR1063|c0_g1_i1	8	15
TR1064|c0_g1_i1	14	16
TR1065|c0_g1_i1	32	25
TR1066|c0_g1_i1	0	6
TR1066|c0_g1_i2	13	0
TR1067|c0_g1_i1	108	95
TR1068|c0_g1_i1	11	32
TR1069|c0_g1_i1	3	10
TR1070|c0_g1_i1	6	11
TR1071|c0_g1_i1	1	9
TR1072|c0_g1_i1	311	691
TR1073|c0_g1_i1	1	10
TR1073|c0_g2_i1	2	0
TR1074|c0_g1_i1	0	8
TR1074|c0_g2_i1	4	0
TR1075|c0_g1_i1	19	28
TR1076|c0_g1_i1	7	5
TR1076|c0_g2_i1	2	5
TR1077|c0_g1_i1	1	2
TR1077|c0_g2_i1	0	6
TR1078|c0_g1_i1	21	48
TR1079|c0_g1_i1	0	5
TR1079|c0_g2_i1	5	3
TR1080|c0_g1_i1	11	7
TR1081|c0_g1_i1	9	4
TR1081|c0_g2_i1	0	0
TR1082|c0_g1_i1	0	8
TR1082|c0_g2_i1	16	17
TR1083|c0_g1_i1	3	31
TR1084|c0_g1_i1	9	15
TR1084|c0_g2_i1	0	0
TR1085|c0_g1_i1	4	5
TR1085|c0_g2_i1	0	0
TR1086|c0_g1_i1	13	19
TR1087|c0_g1_i1	4	24
TR1087|c0_g2_i1	2	14
TR1088|c0_g1_i1	12	12
TR1089|c0_g1_i1	77	104
TR1090|c0_g1_i1	98	43
TR1091|c0_g1_i1	274	0
TR1091|c0_g2_i1	18	12
TR1092|c0_g1_i1	3	12
TR1093|c0_g1_i1	0	0
TR1093|c0_g2_i1	492	88
TR1094|c0_g1_i1	4	1
TR1095|c0_g1_i1	65	82
TR1096|c0_g1_i1	73	100
TR1097|c0_g1_i1	5	0
TR1097|c0_g2_i1	3	15
TR1098|c0_g1_i1	13	28
TR1099|c0_g1_i1	11	12
TR1100|c0_g1_i1	14	13
TR1101|c0_g1_i1	18	4
TR1102|c0_g1_i1	8	5
TR1103|c0_g1_i1	5	9
TR1104|c0_g1_i1	4	7
TR1105|c0_g1_i1	1	6
TR1105|c0_g2_i1	0	6
TR1106|c0_g1_i1	0	33
TR1107|c0_g1_i1	3	11
TR1108|c0_g1_i1	222	178
TR1109|c0_g1_i1	8	0
TR1109|c0_g2_i1	0	12
TR1110|c0_g1_i1	7	5
TR1111|c0_g1_i1	0	8
TR1111|c0_g2_i1	16	0
TR1112|c0_g1_i1	5	12
TR1113|c0_g1_i1	4	15
TR1113|c0_g1_i2	15	6
TR1114|c0_g1_i1	6	2
TR1115|c0_g1_i1	9	8
TR1116|c0_g1_i1	12	16
TR1117|c0_g1_i1	7	29
TR1117|c0_g2_i1	0	4
TR1118|c0_g1_i1	0	0
TR1118|c0_g2_i1	0	2
TR1119|c0_g1_i1	27	25
TR1120|c0_g1_i1	7	6
TR1121|c0_g1_i1	13	3
TR1122|c0_g1_i1	16	0
TR1123|c0_g1_i1	8	15
TR1124|c0_g1_i1	14	23
TR1125|c0_g1_i1	5	18
TR1126|c0_g1_i1	41	40
TR1127|c0_g1_i1	1	3
TR1128|c0_g1_i1	4	6
TR1129|c0_g1_i1	12	11
TR1129|c0_g2_i1	0	0
TR1130|c0_g1_i1	0	1
TR1131|c0_g1_i1	8	9
TR1132|c0_g1_i1	10	6
TR1133|c0_g1_i1	8	1
TR1134|c0_g1_i1	4	13
TR1135|c0_g1_i1	0	9
TR1135|c0_g2_i1	148	117
TR1136|c0_g1_i1	21	20
TR1137|c0_g1_i1	2	10
TR1138|c0_g1_i1	0	0
TR1138|c0_g2_i1	8	4
TR1139|c0_g1_i1	0	0
TR1139|c0_g2_i1	11	4
TR1140|c0_g1_i1	24	20
TR1141|c0_g1_i1	23	24
TR1142|c0_g1_i1	10	0
TR1142|c0_g2_i1	0	2
TR1143|c0_g1_i1	1	2
TR1143|c0_g2_i1	5	0
TR1144|c1_g1_i1	9	6
TR1145|c0_g1_i1	10	18
TR1145|c0_g2_i1	10	4
TR1146|c0_g1_i1	22	7
TR1146|c0_g2_i1	0	2
TR1147|c0_g1_i1	0	0
TR1147|c0_g2_i1	9	10
TR1148|c0_g1_i1	13	21
TR1149|c0_g1_i1	33	27
TR1150|c0_g1_i1	18	18
TR1150|c0_g2_i1	4	0
TR1151|c0_g1_i1	2	8
TR1152|c0_g1_i1	13	11
TR1153|c0_g1_i1	5	6
TR1154|c0_g1_i1	10	3
TR1155|c0_g1_i1	269	180
TR1156|c0_g1_i1	1	16
TR1157|c0_g1_i1	11	0
TR1157|c0_g2_i1	0	5
TR1158|c0_g1_i1	0	0
TR1158|c0_g2_i1	10	14
TR1159|c0_g1_i1	3	11
TR1160|c0_g1_i1	92	151
TR1160|c0_g2_i1	3	6
TR1161|c0_g1_i1	39	255
TR1162|c0_g1_i1	17	9
TR1163|c0_g1_i1	5	13
TR1164|c0_g1_i1	0	0
TR1164|c0_g2_i1	44	16
TR1165|c0_g1_i1	3	4
TR1165|c0_g2_i1	5	4
TR1166|c0_g1_i1	0	5
TR1167|c0_g1_i1	171	58
TR1168|c0_g1_i1	8	15
TR1169|c0_g1_i1	15	26
TR1170|c0_g1_i1	5	3
TR1171|c0_g1_i1	4	0
TR1171|c0_g2_i1	0	41
TR1172|c0_g1_i1	30	10
TR1172|c0_g2_i1	7	10
TR1173|c0_g1_i1	0	6
TR1174|c0_g1_i1	15	10
TR1175|c0_g1_i1	14	19
TR1176|c0_g1_i1	15	15
TR1177|c0_g1_i1	0	0
TR1177|c0_g2_i1	17	18
TR1178|c0_g1_i1	11	30
TR1179|c0_g1_i1	5	6
TR1180|c0_g1_i1	12	13
TR1181|c0_g1_i1	16	18
TR1182|c0_g1_i1	9	6
TR1183|c0_g1_i1	6	5
TR1184|c0_g1_i1	0	7
TR1185|c0_g1_i1	5	8
TR1186|c0_g1_i1	4	7
TR1186|c0_g2_i1	0	0
TR1187|c0_g1_i1	15	13
TR1188|c0_g1_i1	12	21
TR1189|c0_g1_i1	4	5
TR1190|c0_g1_i1	6	0
TR1190|c0_g2_i1	6	9
TR1191|c0_g1_i1	9	4
TR1192|c0_g1_i1	0	15
TR1193|c0_g1_i1	26	1
TR1194|c0_g1_i1	32	26
TR1195|c0_g1_i1	15	23
TR1196|c0_g1_i1	6	6
TR1197|c0_g1_i1	8	13
TR1198|c0_g1_i1	1	6
TR1199|c0_g1_i1	8	7
TR1200|c0_g1_i1	0	0
TR1201|c0_g1_i1	10	16
TR1202|c0_g1_i1	1	2
TR1203|c0_g1_i1	16	5
TR1204|c0_g1_i1	4	6
TR1205|c0_g1_i1	6	17
TR1206|c0_g1_i1	0	5
TR1206|c0_g2_i1	3	2
TR1206|c0_g3_i1	6	5
TR1207|c0_g1_i1	26	11
TR1207|c0_g2_i1	41	117
TR1208|c0_g1_i1	1	6
TR1209|c0_g1_i1	1	0
TR1209|c0_g2_i1	0	2
TR1210|c0_g1_i1	17	9
TR1211|c0_g1_i1	15	8
TR1212|c0_g1_i1	701	874
TR1213|c0_g1_i1	4	24
TR1214|c0_g1_i1	30	33
TR1214|c0_g2_i1	6	2
TR1215|c0_g1_i1	7	11
TR1216|c0_g1_i1	3	6
TR1217|c0_g1_i1	4	16
TR1218|c0_g1_i1	2	4
TR1218|c0_g2_i1	0	8
TR1219|c0_g1_i1	12	26
TR1220|c0_g1_i1	0	7
TR1221|c0_g1_i1	7	7
TR1222|c0_g1_i1	2	0
TR1222|c0_g2_i1	0	19
